H_mean,S_mean,V_mean,H_skewness,S_skewness,V_skewness,H_entropy,S_entropy,V_entropy,H_std,S_std,V_std,label
109.366548,32.911915,223.534587,-5.878912348378832,5.262301135560581,-4.194419070284245,13.814565983248125,13.693354737081055,13.801832911877147,4.507243122319452,21.716135660673498,31.973283218015492,Skala0
107.894726,33.286739,242.110873,-11.20961828068777,6.827870333930775,-6.3719900010874895,13.814982318754103,13.750056916818766,13.810392073350657,3.1603527310925275,15.864325442510278,21.57814125864114,Skala0
106.298523,27.552449,225.658602,-1.376541350137657,1.3982377192452284,-5.434300829356426,13.813100815005853,13.64177191528574,13.810125471438658,7.235007464990687,16.604430887639566,20.947593546887333,Skala0
108.31290707070707,26.138764646464647,221.002163728191,-7.9979929021179,6.556059770061078,-5.469907239147827,16.20168552307896,16.114352134611995,16.193137996304767,5.555031282031501,14.799614398287419,26.68788106226798,Skala0
110.58535982815661,18.084607299937957,231.66826036187632,-7.181615321024177,7.19803102136276,-5.720193963894664,15.97588314644263,15.86395853133617,15.969850310033289,6.214559132777673,12.335657740431735,25.06026494344926,Skala0
108.22457975034088,33.08269914191113,214.64602118978567,-10.35522055059002,2.379675890349797,-3.9379438312940835,16.24396996109197,16.147435988858636,16.23294266594671,6.26380444362278,15.579168782374426,30.758406357484095,Skala0
109.32848400198228,17.12758385681841,220.67386895077502,-6.09804602047338,5.887253117401188,-4.539127309894757,16.37783104515563,16.155448855609514,16.367578632353172,7.461198721786408,17.076013507460964,30.588363386917788,Skala0
108.95734701013498,21.478116457249893,228.8497070085507,-4.613957594176018,5.003671893059334,-5.150001207106307,16.11599307209097,16.02587867729892,16.10940608695363,6.390667755196942,11.403432527772578,25.966863611167785,Skala0
108.387316,18.134845,219.190473,-5.538912665217296,6.9310649758738725,-4.839005431468945,13.811912186310234,13.714445239979524,13.80586389801361,8.211577090677771,11.253166124516913,26.439812008338315,Skala0
107.635768,61.615328,215.640951,-2.6686739928653695,4.9454194990019555,-4.336616955573612,13.815358153340007,13.774236545116882,13.804307505791638,1.8382891639173635,21.226395536039934,28.20415382200996,Skala0
112.766956,29.629438,221.327542,-5.862671012291419,5.064094227647479,-4.185746873831432,13.813930834840008,13.73406916954791,13.803457953971954,5.901383269544862,14.984875968928002,29.961228850603504,Skala0
108.317924,44.892164,224.914783,-8.936148225814643,6.058693755178642,-4.643692312524558,13.813740395342242,13.782985921924698,13.798929535795546,5.57282247431443,13.788761488875785,34.05901115803145,Skala0
110.267722,28.144624,230.555633,-6.300343327385108,5.929765615691717,-4.68029474461443,13.814084584973521,13.693982221730764,13.801460487087349,5.485899828716889,19.090931247548507,32.75308814401034,Skala0
109.161141,51.63022,230.091209,-6.449217735784773,6.070217262057784,-4.778564198234192,13.814610610278685,13.782712389321285,13.799291554840863,4.225486785935912,16.08126763509643,34.40466122371094,Skala0
113.176831,28.754019,229.992928,-8.442056938629506,5.600563198209914,-4.611075260299243,13.813807073587542,13.699729403022811,13.808267130770966,5.980691247459527,18.604414109227925,24.780008232178137,Skala1
109.001161,26.377258,238.242874,-6.992524669734244,5.580449525871936,-6.108178930234228,13.814042547142702,13.621845660957971,13.809424829953846,5.3367208707294225,23.14385435491323,22.926634035988013,Skala1
112.59507,22.671019,204.364696,-5.972073397824359,6.550808040795719,-3.0026748201695934,13.811361887821214,13.713675404945947,13.805988338256329,9.126026281744972,13.643509024500956,25.737465237034982,Skala1
36.145684,7.87973,229.571654,0.6168356141248676,2.8716791947984603,-6.151655014187697,12.838672166293843,12.548486222545316,13.812633733107356,47.0353665040695,14.664177478709808,15.833356930994894,Skala1
106.029557,25.848501,247.904532,-3.12772941589163,6.682684252404878,-5.291996647030824,13.811481102763267,13.738427378601221,13.806937877559513,8.913739023762757,13.085141460947183,27.913265947591587,Skala1
111.551107,15.319124,237.808658,-5.862070750682762,7.809207815307281,-5.8537508639646925,13.810421564708115,13.638939690463749,13.81144292685359,9.941550486445816,13.754131156587974,19.374069480597925,Skala1
108.058223,20.245738,246.858684,-2.5506762416018236,8.496938441552528,-6.522167612465583,13.810684952711338,13.71943782932781,13.808111900478686,9.9847105657736,11.448051486403962,25.019605148525905,Skala1
110.494231,22.442039,243.008438,-8.268540944118328,6.475428394797485,-6.086927579640185,13.812785518380972,13.75422831782775,13.811055635502331,7.11776669459171,9.892741001485835,20.495426680119543,Skala1
99.00163,38.043648,229.412778,-4.845703101152671,2.19636015499275,-5.661100686988128,13.788484091062365,13.700979021560935,13.808838930514518,17.005814633327628,18.11868005269964,23.106857776918,Skala1
107.994468,50.346874,230.006915,-11.259920478433823,3.485773787790319,-5.543013517595242,13.81434603807264,13.735376044854624,13.80832294868229,4.582665315837061,22.7100712994945,24.009684320764716,Skala1
106.549443,41.089281,210.034551,-6.035885311465934,4.677697474540434,-3.6650385742442384,13.812226895945015,13.754382419023822,13.795939965969355,7.701016906211217,17.494049442683043,35.530274432213425,Skala1
105.987191,7.317039,244.754852,-3.0352858945664347,7.321427239488875,-5.546457872695753,13.76193377031816,13.029971733254085,13.805850444168174,26.660791978662587,16.05543089650599,28.657328564576567,Skala1
112.045984,20.728941,229.652644,-8.553685324724082,5.738324143704108,-4.883489368520038,13.813793448427697,13.60788751998365,13.804203835473993,5.7817455384809175,19.531880299103797,29.655084484945647,Skala1
112.019156,19.297225,221.491152,-7.859255735678177,6.199111590127275,-4.723606565619259,13.813821815741735,13.65082623962726,13.802547969676402,5.878530007379736,15.982096054628599,30.306003624907316,Skala1
114.76152,25.37576,225.489868,-6.723026083712257,6.467394873963558,-4.378747583258467,13.81221923864533,13.737633060247958,13.807408115152192,8.217191691180144,13.019032161508783,25.56485856292923,Skala1
110.179374,30.191542,225.201113,-9.140476451587915,6.918076326515077,-5.751249735574024,13.812423950520545,13.780450817795911,13.810295575135399,7.269275821436684,9.643705598069447,20.432102059289715,Skala1
110.421009,26.637909,228.90486,-7.558396077717312,5.44349860839847,-4.3022795765052235,13.81351657541679,13.651235840816808,13.801697460111766,6.2244913384082245,21.28229416927881,32.739245385017654,Skala1
106.012637,33.702389,240.910309,-10.303657748974082,5.660980503535093,-6.600132774278467,13.810548684750136,13.722977809122984,13.809629749940829,8.024727366473641,18.201978647737153,22.51991963850047,Skala1
118.800496,14.202142,219.735325,-5.356454370785715,8.350021304127589,-4.171612965537047,13.806515256950993,13.627705079793996,13.805400225768164,13.631194817549343,13.654827447164465,27.437961989629894,Skala1
112.031859,13.281326,249.58645,-8.110998527437856,8.397772087094312,-6.0661897921144785,13.812265203741559,13.614666079529147,13.808517054966032,7.7658347911939885,13.261557060983602,25.412869896914437,Skala1
111.054876,21.360183,210.657228,-5.540542464276569,7.217053269856326,-4.593907861479778,13.80953656366639,13.718303085060805,13.807545938749525,10.616957220627011,12.96223658195263,23.657654815218176,Skala1
111.943086,24.175681,236.071548,-10.341258156727562,6.722059342012495,-6.297480853697271,13.814161524724726,13.722864785711138,13.808230425326776,5.109368923517267,13.99539164104524,24.201681901960786,Skala1
114.78983,26.926689,216.620649,-6.3554344878796565,6.249810348226994,-4.423362229342806,13.8114916097891,13.764203243270481,13.806147576417246,8.985580369185952,10.810490206150645,26.14504916458944,Skala1
108.720905,30.691086,237.114932,-7.789269585070811,7.077318679531767,-5.452060823794448,13.81296560216792,13.771438769936127,13.80924097232654,6.768143096963525,11.603889354031427,23.41236046697077,Skala1
106.0463391451622,23.348655341096492,236.8711988712496,-6.690135375210882,5.6483439539007545,-5.650716938673213,16.427101770675012,16.324912132373072,16.421223973678725,7.244609079031016,14.296507885002729,26.753202450713108,Skala1
108.03752388884145,16.33369674484758,234.98963854373045,-6.986652713696645,6.032273135237663,-5.275486350475005,16.08366674358505,15.91712427089811,16.078340733381058,7.966093695343225,13.53435544694494,27.280922368358283,Skala1
107.54076618948847,28.083546561941635,245.6163555892939,-2.655727787741442,7.790240336173286,-8.02404713589149,16.17230337538095,16.09593655182083,16.17143022683296,6.127792514481588,15.064380489840223,15.806882027681862,Skala1
109.35310320683284,11.518844414808408,232.57937301758938,-6.1599051383398535,7.565471080621087,-6.187089481336209,15.6017566947224,15.230194256261884,15.5975808300647,8.849633976648585,17.245114391845544,25.419335494997725,Skala1
109.53842151607353,18.821031608064175,235.9010075005304,-5.620302579007955,6.639880382924379,-5.844782103877429,16.378690875892747,16.166179810367392,16.37760142701581,10.091670013560718,18.88196652559122,23.399858496920064,Skala1
110.453772,17.638085,221.946464,-8.549806232756536,8.870280888633943,-7.242736505171171,13.813624928853821,13.702712502822907,13.809790406471198,6.016731751708396,12.46646993068908,20.139361109446945,Skala1
105.365925,8.597497,249.165478,-3.6162593597970463,9.147303357172515,-7.358250323405085,13.78082083776496,13.377083005942199,13.810587497637512,21.344709318572946,12.950483864898288,21.14260705380289,Skala1
85.71771,13.202388,240.476123,-1.2691568126833177,6.032967191596808,-5.97908186769425,13.571935830582849,13.334658185387726,13.809393722225124,45.56264948788535,16.596339448729527,23.2067113975434,Skala1
97.626957,16.533793,251.878487,-2.6294809452363155,3.333945878481031,-7.285473855564685,13.732475133370304,13.583562661157638,13.812221869402865,29.623811907317915,11.625632801407026,18.11154349001848,Skala1
106.583567,32.965896,246.182841,-7.194325900366173,7.4244965203917594,-4.856952019851956,13.813262994274396,13.754656777837242,13.807783672200745,6.383860787682561,14.981233090676614,27.070713366454143,Skala1
87.698433,21.320012,234.860687,-3.464444106060463,3.015337758382658,-6.6593670572536325,13.75234760546559,13.673339550608908,13.812234427760362,22.608308259233173,11.568419093370368,17.11494893033663,Skala1
6.010853,3.653644,249.349015,4.160165535094565,7.452550494598158,-5.781621347887376,11.040692634454768,10.529239911350455,13.805192778060682,24.026515919133818,20.777343755188333,29.72537366509923,Skala2
98.672328,5.678946,250.216931,-2.2809566385691133,9.079340025960654,-7.924131214632074,13.722459419459756,13.037058014930285,13.810576776250198,32.2259621588001,13.231820597676045,20.864542648743555,Skala2
108.50184,16.891071,232.248524,-4.410928194231999,4.285515768338213,-5.948092240727232,13.778667196427262,13.658576667207894,13.8088918631597,21.571159371123283,10.878258476105401,23.053019754935015,Skala2
109.796222,20.610278,238.315159,-8.81830213428287,8.722203594172054,-6.742572976624597,13.811356957689954,13.689684057144605,13.80817103568495,8.378360372215795,15.501149465853043,24.0535406500731,Skala2
109.168253,41.313189,217.46014,-12.724913608892205,6.5404870941637565,-4.942364581223775,13.814605783971542,13.7635580933904,13.804903337886323,3.978367746701026,16.903144016728938,27.013877862691245,Skala2
109.172545,21.188661,242.779712,-3.9854287559407036,4.6536355879713645,-4.875642717106035,13.774489351394806,13.693635421622837,13.810520032548824,23.13410532575174,10.7446725416403,21.642218398238565,Skala2
111.715121,19.911313,226.20244,-7.285139221935597,5.4084849447003025,-4.3625226401864134,13.809422450866405,13.624509587491502,13.805389888112447,10.14259803774945,17.45238870802593,28.403489997646417,Skala2
86.646729,22.645258,227.708738,-1.37699115646942,0.9019829663439469,-6.135206521112816,13.589036725662918,13.452200197064753,13.809756036502643,44.09997737641776,17.362653717489042,21.168547528051047,Skala2
86.438248,11.561203,234.486954,-1.391697595581196,4.819492664936736,-5.794934322713009,13.59940093125254,13.371064422504643,13.808732452313894,43.12107279150757,13.042781612554545,23.446117584834468,Skala2
110.35266,17.498975,224.49177,-6.338774275628924,7.14590721991025,-5.237151486619356,13.80911429531566,13.618660674658356,13.804853766638475,10.617734641833914,16.849706019672123,27.872517867374306,Skala2
113.900974,36.892881,244.016107,-6.447720635748665,4.779024036957455,-4.8232566799248735,13.814022234721236,13.78004237547023,13.809359302386257,5.670423604222528,11.111029318647262,24.319870714388074,Skala2
111.589188,12.011092,248.133773,-6.290883090313369,6.974658167406108,-5.967496370976859,13.810227854013783,13.487744638736533,13.808158446152891,9.819054409700355,14.936075688330455,25.76962777737527,Skala2
97.144615,29.777537,246.108473,-4.5199641579829875,1.8306385404086325,-7.043834485349472,13.790423888851114,13.752677027730106,13.813586780679211,16.45178487282687,10.125849653912061,14.04157030421708,Skala2
104.432967,19.686067,251.12985,-6.367161266512262,8.383520656816389,-6.227410484641722,13.812146282188397,13.728620459383817,13.81111337596308,7.533292811042926,11.209654190540892,20.880466684858842,Skala2
104.131118,17.09985,239.856456,-3.4169043027400345,5.97713376105333,-5.1543062584246115,13.758341855382719,13.587174179703181,13.810272331879037,26.06400932454706,15.213331849976191,22.060699878291803,Skala2
113.44463,8.217674,230.113049,-5.590365372146421,7.202356869155809,-5.769154272779768,13.807237188951815,13.227271906398617,13.805912373652657,12.20486665896437,16.180251049650746,26.89540304445351,Skala2
105.326722,26.31404,246.468223,-4.897204007920406,6.0837876087552925,-5.565824859471113,13.808169049198119,13.712445350031624,13.807512866103671,10.982646617947609,15.475101772796199,26.703420234536836,Skala2
96.201111,9.965493,248.052381,-1.9715427123616722,7.22383138238508,-6.619647034791128,13.677290455373974,13.466892691865418,13.811683166805249,37.85474872939562,11.014275022304057,19.302943227156813,Skala2
110.772353,12.654681,243.94961,-4.6128698096407685,5.82239411973431,-4.561339328281293,13.804804415557545,13.353566180703027,13.80362378043732,13.894885672195759,18.94833860232181,32.41645407579151,Skala2
72.172267,16.312181,244.13575,-0.6077814155077778,1.6534790507710782,-4.661888833417904,13.405206982997028,13.28940184590017,13.809232352120736,51.92855109745228,15.517646600668513,24.618015353344383,Skala2
108.57262,26.295399,224.312763,-4.888651941646112,5.741708807858628,-5.581244561376914,13.80881745717933,13.753210481613614,13.809457712273913,10.993409313566012,11.357560144273902,21.719756957798374,Skala2
86.578522,16.254718,251.391628,-1.8871418379185334,4.153971217655547,-7.6246477057574245,13.682737646614253,13.46962794620097,13.811855620172302,33.659850479399296,14.632111766265185,18.57135992623093,Skala2
99.573909,10.384791,238.314152,-2.414647196792334,6.503503540481941,-6.742897947160456,13.710547128340135,13.571984684248115,13.811894134637228,33.80673719038439,8.416955796861417,17.978869667498458,Skala2
111.867945,7.465524,246.912825,-4.616847776992705,6.9469407896344375,-5.136563623743994,13.807097029095171,13.457469571573279,13.809747664248318,12.64079722473923,10.117019294506857,23.81395413448541,Skala2
107.49406192397548,18.858223620756174,220.46408621077674,-7.653449700192067,6.996631763726154,-5.171442284239351,16.290260885896032,16.1842373021548,16.28697040793416,9.165087904680496,12.169793630738596,25.238314411080626,Skala2
109.56066843948909,15.81355294705028,229.9398762228203,-6.208135682258096,6.451084518557124,-4.693347536951996,15.598584337480155,15.38728551026498,15.594740018268094,11.300376580982562,15.55482933378434,29.564190752308804,Skala2
110.02962068542014,31.009973627931565,231.17434700595925,-9.216227701158035,6.979651225892956,-5.779824822160348,15.602984409185593,15.52545113730851,15.597627452538344,7.297016424323308,17.038705385235417,25.52315270313057,Skala2
110.15957504725898,21.761550094517958,225.8431361058601,-9.72659764937095,8.607334525075409,-6.03372476353208,15.47877460634866,15.38607452966471,15.474115193499655,6.6456288689086085,13.790420412001227,23.135246634062586,Skala2
107.51403565792717,14.659796820746529,231.58645851752723,-5.926853321461398,6.202398025139022,-5.515757535072843,16.29110881980582,16.150086671768904,16.286995530291062,9.1034724176042,11.117383541130675,26.16622624894404,Skala2
89.361382,11.032753,248.915505,-1.4944193284654772,5.809755168506294,-5.794052971430349,13.608960788643687,13.415725300710521,13.811100681144534,43.33791805163321,12.294053613068028,21.00470979554287,Skala2
108.616522,22.348227,245.264201,-6.80283638445101,8.046466936921485,-6.500714102175923,13.81187323433508,13.738397361766575,13.810713741474455,8.106519143474344,11.843713140585217,20.95276045850759,Skala2
66.333294,5.586997,248.634912,-0.4957906883862179,6.150398224239116,-6.525459161143372,13.397328452046938,12.783213503684788,13.812740875743275,48.72825848631945,12.793643715610935,16.80198383382915,Skala2
110.612009,19.115364,244.672887,-8.836707419005284,7.274179375117515,-7.312854248939638,13.812494329484041,13.731013880049437,13.813392339049221,7.196547782368918,10.383962690009241,14.563729470339352,Skala2
111.575757,16.101582,235.109084,-6.90163454814995,8.72142887045494,-6.656213409743113,13.80883100930641,13.728203895861983,13.810920239701602,10.698589854600042,9.567221597583908,19.822799516741924,Skala2
110.563849,22.665053,237.198423,-9.38844780822271,9.191286396030504,-7.063921060780856,13.811667304459963,13.708671717078872,13.808991012465274,8.090528740768372,15.360114371553065,22.531172657300175,Skala2
77.087818,4.661826,247.228214,-0.7574073448183534,7.957740913706028,-8.19437175916814,13.489203403213036,12.695052065270271,13.81149830369854,49.37427471871233,13.154108800892748,18.97901183861278,Skala3
76.454418,7.866705,247.217495,-0.6789496701494219,5.179046822033069,-5.060722562653292,13.48726458945157,12.517860045795182,13.806602184247978,49.552013766155625,20.60270097445903,28.433267186958567,Skala3
93.503071,15.465868,245.356389,-1.8482925578521157,4.637393855496716,-5.827455081806308,13.67189512674958,13.531341049240975,13.811445987905717,37.79159031542545,13.166294505538602,19.943004885941313,Skala3
100.310883,8.49622,250.150312,-2.096281188799978,8.126587610696358,-6.435783811528112,13.799688935873409,13.20618381318057,13.808078208058348,16.11880456982809,16.374158534459106,25.522916492882548,Skala3
109.842337,13.467452,250.90782,-8.050336425569222,9.386559465347712,-6.599883881478583,13.810742581036717,13.622742838266246,13.810495982583552,8.847321819535619,13.196826233140143,21.84661595871544,Skala3
104.328014,23.998804,246.089027,-3.3373768913900093,4.448542041842478,-4.235818473945442,13.804986729197958,13.682177508298741,13.807264370368244,13.518645672396477,14.94671417300752,28.282676026028213,Skala3
104.774505,14.693995,227.759941,-4.108749372863154,6.159132620131445,-5.813255807244207,13.797079010133404,13.550914781133686,13.809123487343895,16.463217699009355,15.15703381074196,22.403463363429307,Skala3
97.271489,6.526691,250.747584,-2.2497424304148828,6.4229479613154306,-5.573402714582764,13.72328509146179,13.042488378166821,13.811153315922622,31.79688441849105,13.706241774845463,21.046934887601665,Skala3
95.329743,9.164923,242.115704,-1.8995329084767263,6.722589218251672,-6.4997274011603485,13.664226388506968,13.374254613512907,13.810746541766235,39.200066971294206,11.866847913581386,20.675382235508582,Skala3
108.212417,10.982186,250.984524,-5.700058731915002,9.3911718465429,-8.221050505405085,13.810103370252884,13.534371756521644,13.812376946131105,9.92270789744972,12.60708953967584,17.21710354541158,Skala3
112.284655,20.586765,221.193632,-5.9589936374599715,5.149215935071234,-4.680178999221063,13.806806099201756,13.677123552116756,13.80585032190856,12.253224005582162,13.917658705212416,26.916022860901563,Skala3
106.386123,20.722224,243.321235,-5.784730031709223,7.436735063270008,-6.586733235656256,13.811373211476086,13.734117684486465,13.812180758491829,8.613299369514042,11.278830635035888,17.876867764649795,Skala3
101.282347,11.383951,248.100296,-2.9715056001380526,7.637338648923561,-7.05093857728103,13.758877942950129,13.482799006138038,13.810643225420028,25.986156914241686,13.450403214387254,20.899807288881497,Skala3
90.049863,6.518144,252.369278,-1.5651036092539814,6.182343431589687,-8.987914264256956,13.632411868451747,13.347889533376526,13.813678131881852,41.207080395015005,8.115404167092604,13.707769831694575,Skala3
108.175533,19.128066,249.485903,-5.824775534507415,7.67832051857495,-5.898298148936119,13.80910446250606,13.72568553575401,13.810011177441204,10.502520895761693,10.715151193503711,22.96005643012645,Skala3
107.635837,12.741321,247.070248,-4.521330618617872,8.671909101566621,-6.477870618805173,13.806297909147839,13.58068071501573,13.809935750052711,12.79219521073029,13.976892722452973,22.373508022178733,Skala3
105.647596,6.323849,248.707272,-3.334613491059425,7.019295229823745,-6.816590324619137,13.792223534771171,12.980610325124337,13.808164394874435,18.997782329018932,15.049048701668786,24.98672376118998,Skala3
86.583189,11.567834,250.931807,-1.4479334420770953,5.8675852730164975,-7.48685736632501,13.626873672226205,13.247920401743754,13.81206519399157,40.62497258571726,16.148084547352482,18.0366866889335,Skala3
106.728223,17.542249,227.801106,-4.016087681868538,6.613261558275095,-5.410657760037536,13.804119697780898,13.608222811873942,13.804583812243518,13.901358144522103,16.5025634682009,28.178992231390467,Skala3
109.854447,11.094777,244.094894,-5.121832771292128,7.728383738916496,-6.139781642388172,13.806957068863968,13.688970284850418,13.810658857805382,12.34914698771502,7.625945601712026,21.239955393756453,Skala3
71.081518,7.467421,249.648583,-0.46925665685306056,8.501722075918734,-7.140506718816407,13.53776541080816,12.84002312227401,13.806603416809901,43.95457001058793,19.260306970782135,26.745941506929807,Skala3
105.09602,21.030677,241.03945,-4.415457705496679,3.5076160878682208,-5.041823118897919,13.79313360621151,13.728135095374594,13.812225721156903,17.412598145009834,9.588216305532066,18.073438624055466,Skala3
97.323031,17.264144,236.372002,-2.204194319966004,3.1747609576887243,-5.808081153325715,13.703973528067888,13.539702570560287,13.80901096608632,34.387333394333425,13.490688268107895,23.421302280445374,Skala3
104.315689,26.964236,249.287411,-2.910401003861383,4.361377541103681,-5.409920412596179,13.808915951673862,13.682821843231363,13.808037412571796,10.889641566887267,15.621403360015513,26.615471739517957,Skala3
107.803605,15.828528,237.221332,-4.445450927583859,6.112229448857726,-5.066049777508932,13.805410524973517,13.50753171021427,13.809852182671943,13.440176933507054,19.052342936059492,22.64545892989974,Skala3
113.09259743701833,24.74938278988438,235.82589877323844,-7.824163444871672,7.329425165868282,-6.112822841439099,15.347118075537251,15.285107571980241,15.345486969225211,9.18316121114913,11.62587517889058,23.159224437990783,Skala3
110.0311744408192,36.9294010672745,221.1344961989832,-10.129755954853078,4.055044558378991,-5.195111385855667,15.981284065979851,15.892072267736683,15.976286803618457,7.257257862130952,18.460170792989892,24.645298608731586,Skala3
108.78736632810096,31.136824992305325,228.14782209910743,-6.006709160338013,1.7937494134820517,-7.389228142591108,15.906495017949974,15.851125165124774,15.906947591910921,8.113533699221033,10.917726948233621,16.114748570182563,Skala3
109.24743006778637,21.56362269915702,246.10891302336555,-5.710761676390056,6.019113303301463,-6.648671622600963,16.00646858525814,15.84848330489478,16.008838831942896,12.885320611696569,16.799914086703282,25.497467901451994,Skala3
63.347572,13.152507,249.937232,-0.39124433354921145,4.4777652231786425,-6.851484813256738,13.347755646312843,13.04938487130412,13.808873185555875,49.71917076646407,18.69863862998991,24.02511382237712,Skala3
107.093439,10.069529,241.381621,-4.112218393804368,6.44021939235935,-5.862867339405871,13.799716074966122,13.304403276089142,13.810201471336411,16.232077690587825,17.185809399564487,21.866377990247013,Skala3
84.289343,5.735777,237.147303,-0.9586263653940726,6.527625323399497,-6.071298605147973,13.531739801077702,12.516634368145834,13.81054758305257,49.59058170286321,16.882954101882493,20.827499485684566,Skala3
84.738561,16.120699,242.020357,-1.2208497268913436,1.9388645229919625,-3.8600240923984757,13.565644188614703,13.4546783583624,13.810424777624108,45.73990333012609,12.724818535106856,22.46069123140584,Skala3
103.968933,23.898402,247.411621,-3.246899465092461,4.416793812910632,-5.708279331232254,13.806284269650734,13.676800457704179,13.810124284550277,12.661321646712521,14.758764712752756,22.790269659491944,Skala3
108.423686,22.537409,251.209923,-6.900028173140622,5.715377164362921,-7.9249235191306076,13.811344160400628,13.76070526472388,13.812386705342794,8.536167417137742,8.465843405516013,17.38133450958444,Skala3
108.2908883869452,52.14166843548421,219.9902521466103,-7.334864666136756,8.40606847776209,-4.561958646435804,15.600403323526,15.585852475428647,15.59589808070157,9.481536144797548,12.661465866599473,27.28246867142494,Skala4
111.291986,21.983584,225.783867,-4.834810868575273,9.574730234162734,-6.308284900882637,13.794516921526752,13.74767921236921,13.812520271887465,18.149144612785587,11.074052307757265,15.768788460953845,Skala4
82.925994,13.028479,245.860749,-1.099334756861881,2.180756738571407,-5.286541853316343,13.544660100511175,13.328321622117516,13.813386203748115,47.020471659820295,12.897249704745542,14.912088189083345,Skala4
107.95225,49.472471,214.40696,-9.617928052901847,5.455625681501026,-6.543194338589608,13.811546030625609,13.803044597087597,13.808427275352022,7.6738649934371415,8.152947819909004,21.493726190644566,Skala4
