contrast_135,homogeneity_135,correlation_135,energy_135,label
173.84480490523967,0.805667249284075,0.8922918174066221,0.15605787323294146,0
63.00453734671126,0.8650462200954225,0.9226824633861525,0.16660636579115187,0
89.05238573021182,0.8377140655162139,0.9595299524210681,0.17616901606864663,0
106.45013377926422,0.8357028642727955,0.9308601244186306,0.1436545854065513,0
172.69275362318842,0.8116682732509637,0.8833583149400295,0.20527472818769016,0
64.75030100334448,0.8182358485069489,0.9199466070972158,0.17452737147848604,0
110.18089186176141,0.8153376208576408,0.9415204830800331,0.17297986083407407,0
111.85820512820511,0.8091979043020212,0.9399147806700188,0.13422749834133152,0
121.68347826086956,0.8975014749264856,0.9299814636748123,0.20893952939343188,0
138.30614269788182,0.8421566717859873,0.9275297130896887,0.1384336084153054,0
152.17584169453735,0.8917494151248362,0.9023399225450209,0.20599354052903213,0
137.2308695652174,0.8656077505971369,0.8399689313514382,0.35766094530916487,0
103.00789297658864,0.871093237228906,0.934960386205735,0.13643493644824042,0
183.16724637681156,0.8415141985308922,0.8917489031003095,0.1962642387403365,0
149.47471571906354,0.8140489131102905,0.9194047798471802,0.1095245163132673,0
124.39228539576365,0.839719587777457,0.8988643930453603,0.14085037910749748,0
138.78809364548496,0.8333089453292728,0.9106958805426831,0.1540116647224307,0
166.61562987736897,0.868814972050248,0.8654449233718258,0.32871141909134705,0
161.25178372352286,0.918330280287966,0.8861395714969612,0.2599300862452471,0
100.6758751393534,0.8852416115944634,0.9332894199370824,0.17471983203892158,0
164.78071348940915,0.881784617686795,0.9091706802827693,0.18406417673628334,0
202.16392419175028,0.8369796933164604,0.8935781886128392,0.14512730507672078,0
118.4703790412486,0.8864543312615845,0.8673861007573481,0.28529564310396366,0
77.50336677814937,0.7867250265221605,0.9279988784157402,0.12521611389166332,0
134.4905016722408,0.7990406580893937,0.8938391034413812,0.16445896269040788,0
166.35488294314382,0.8031630729011223,0.857175032376418,0.1466127196918246,0
153.45750278706797,0.7483873694863262,0.9181338805964393,0.09145286997404256,0
230.69161649944257,0.7927030085727296,0.8689992695087247,0.1219923532095376,0
116.58721293199551,0.7902424469012851,0.9102356032680061,0.13760987575088704,0
139.75690078037903,0.8720070076924535,0.8916597278123984,0.20847984222155613,0
108.11557413600892,0.8423423953050787,0.9257927150446719,0.14564618026024295,0
164.60027870680042,0.8130499344303247,0.9004350585615849,0.16773652530562377,0
118.43818283166107,0.8612595623543686,0.9379335208784133,0.19324309223604785,0
206.9942586399108,0.8589094910350878,0.8917623325625659,0.21164014635375875,0
183.6616945373467,0.8597645925455759,0.8997333019650929,0.21998550080860796,0
133.2489632107023,0.8697369548971938,0.8981324875428167,0.18040900818084527,1
158.81141583054628,0.8616109302983797,0.862752685401469,0.23204299889533622,1
93.00991081382386,0.7992402898948043,0.928414824655915,0.09718024077519855,1
70.99853957636566,0.8558699046483843,0.8864240404975942,0.37731667950575243,1
91.61292084726867,0.8369097760785341,0.9372690520257113,0.20522265075283258,1
113.86132664437012,0.8122605147768966,0.8462022639102579,0.18409377586943088,1
132.45707915273132,0.8182230354313891,0.8923966736787984,0.14900118336636267,1
122.37441471571904,0.8530970457003701,0.8301401196912184,0.2180462529138011,1
79.65985507246377,0.8180288692443143,0.9323440079016013,0.13856016016072595,1
130.08217391304348,0.8047984742551408,0.8955668448053538,0.11889971541712269,1
206.20384615384614,0.8057230557729164,0.8984206111532941,0.17720505505713666,1
161.98202898550724,0.8655194071884367,0.9025752265501024,0.2651643943454331,1
156.3778037904125,0.8749879501791307,0.9117932770217206,0.2296104866766136,1
124.58104793756968,0.8828218234801913,0.9290779520273097,0.23219914905051228,1
144.56340022296544,0.8412716555836061,0.8731178059804793,0.17758488051306776,1
83.83044593088073,0.8361778098611657,0.8787232117853009,0.2383732055317949,1
188.8607023411371,0.8507220292433351,0.9058332892674207,0.15647976271912856,1
122.99522853957636,0.8858447904012767,0.8830402149627705,0.22159997354187075,1
146.40346711259755,0.8288089934858126,0.8948152112389848,0.13918910671887558,1
142.79778149386846,0.9214103417726938,0.8907917192449721,0.5164618714469503,1
78.66779264214045,0.8112398600129529,0.9256417455594819,0.24029728631995906,1
89.11569676700111,0.8978899515649565,0.9253650970326982,0.19297428006607772,1
108.47791527313265,0.8187246924210614,0.9065863365536216,0.14320239014581393,1
90.21520624303233,0.8664406671993732,0.9051135693694782,0.20214209600876876,1
120.44377926421404,0.8401056832285363,0.9101718726402798,0.2471143960710497,1
190.96159420289854,0.8186940183897586,0.8709890895827253,0.14990548229822728,1
72.17702341137124,0.8201107875293768,0.8871036585137115,0.175442395009897,1
183.26445930880712,0.834084359425772,0.8510016835130617,0.1630640246608568,1
122.20360089186175,0.7957322246083589,0.8850323697129638,0.1873914336780833,1
114.0736900780379,0.8995748598562039,0.8492597123218389,0.24012526652261015,1
99.4753065774805,0.9032862050507492,0.8944438728640577,0.25113847613887347,1
144.0370568561873,0.8326385337191257,0.8761126270490921,0.22169001332548777,1
70.85678929765885,0.8856546741076986,0.9013636549604164,0.20840962313491773,1
145.187502787068,0.8452611930456867,0.8912935063225936,0.1932365567739398,1
