contrast_0,contrast_45,contrast_90,contrast_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,correlation_0,correlation_45,correlation_90,correlation_135,energy_0,energy_45,energy_90,energy_135,label
173.84480490523967,0.805667249284075,0.8922918174066221,0.15605787323294146,221.59934452634758,0.7719003827063109,0.8629521295015992,0.14910119871433247,48.91305462653288,0.7946524714944477,0.9696632675624637,0.15297130058258443,173.84480490523967,0.805667249284075,0.8922918174066221,0.15605787323294146,0
63.00453734671126,0.8650462200954225,0.9226824633861525,0.16660636579115187,136.79104260578742,0.7960551233852106,0.8325160421437741,0.14793446031502183,91.13353400222965,0.8433361349510506,0.8881340060081088,0.16084292439703218,63.00453734671126,0.8650462200954225,0.9226824633861525,0.16660636579115187,0
89.05238573021182,0.8377140655162139,0.9595299524210681,0.17616901606864663,106.95668952248855,0.7960176317019239,0.9515376037237292,0.16195762747838233,23.898751393534,0.8573966271726565,0.9891415951677303,0.17987772466738533,89.05238573021182,0.8377140655162139,0.9595299524210681,0.17616901606864663,0
106.45013377926422,0.8357028642727955,0.9308601244186306,0.1436545854065513,149.7270500329974,0.777068939523605,0.9029782459248124,0.1289656360096822,31.965484949832774,0.8353593178944753,0.9792393343037242,0.14316231816534566,106.45013377926422,0.8357028642727955,0.9308601244186306,0.1436545854065513,0
172.69275362318842,0.8116682732509637,0.8833583149400295,0.20527472818769016,308.61706244896595,0.7592899422015469,0.7921394086359563,0.18738133106472737,72.7471906354515,0.8136418578541468,0.9508453180165017,0.20720622759926874,172.69275362318842,0.8116682732509637,0.8833583149400295,0.20527472818769016,0
64.75030100334448,0.8182358485069489,0.9199466070972158,0.17452737147848604,132.17226876656864,0.7569663647041794,0.8370044242814055,0.15642490419443195,54.3281828316611,0.809935703017864,0.9328214981250452,0.17337074104202188,64.75030100334448,0.8182358485069489,0.9199466070972158,0.17452737147848604,0
110.18089186176141,0.8153376208576408,0.9415204830800331,0.17297986083407407,147.23155221977382,0.7690208740421761,0.9220848614606558,0.15859740384734936,57.975228539576364,0.8255501713742261,0.9692250088160738,0.175758626545198,110.18089186176141,0.8153376208576408,0.9415204830800331,0.17297986083407407,0
111.85820512820511,0.8091979043020212,0.9399147806700188,0.13422749834133152,138.51604568181565,0.7604392548491414,0.9257957944190591,0.12221768777839331,82.01313266443701,0.8181556860354361,0.9559557573823676,0.13688421720276658,111.85820512820511,0.8091979043020212,0.9399147806700188,0.13422749834133152,0
121.68347826086956,0.8975014749264856,0.9299814636748123,0.20893952939343188,165.63854990436354,0.8365445179871605,0.9048999793793537,0.19413517315287213,30.676053511705682,0.8696371591038475,0.9823357243748152,0.19985499535181428,121.68347826086956,0.8975014749264856,0.9299814636748123,0.20893952939343188,0
138.30614269788182,0.8421566717859873,0.9275297130896887,0.1384336084153054,160.65746468160313,0.7461947592783582,0.9159601598254837,0.1195773984971513,53.54762541806019,0.7837484701187173,0.9719208410139836,0.12504579584631093,138.30614269788182,0.8421566717859873,0.9275297130896887,0.1384336084153054,0
152.17584169453735,0.8917494151248362,0.9023399225450209,0.20599354052903213,160.71309045760117,0.8329096172735158,0.8971204484794699,0.19022773238620494,33.991137123745816,0.8662305415723891,0.9781765105762369,0.19743612043268635,152.17584169453735,0.8917494151248362,0.9023399225450209,0.20599354052903213,0
137.2308695652174,0.8656077505971369,0.8399689313514382,0.35766094530916487,170.38661759935573,0.8251709873225026,0.8018744677200563,0.3320204267813932,53.41715719063545,0.8738948017030607,0.9376932528673542,0.3594394765426389,137.2308695652174,0.8656077505971369,0.8399689313514382,0.35766094530916487,0
103.00789297658864,0.871093237228906,0.934960386205735,0.13643493644824042,146.50736568942182,0.7806896911095296,0.9076196383852649,0.11693325679528381,47.39095875139353,0.8198407715050036,0.9700437032838058,0.12394522360373895,103.00789297658864,0.871093237228906,0.934960386205735,0.13643493644824042,0
183.16724637681156,0.8415141985308922,0.8917489031003095,0.1962642387403365,121.56982584087429,0.7833340154166744,0.9283548617455146,0.17987199846476717,77.64395763656633,0.8219356423687338,0.9541108617659819,0.1891796209174468,183.16724637681156,0.8415141985308922,0.8917489031003095,0.1962642387403365,0
149.47471571906354,0.8140489131102905,0.9194047798471802,0.1095245163132673,177.9072829162985,0.723774381105702,0.9041864414902913,0.09314799780619133,39.13986622073578,0.7699049934677867,0.978869855247817,0.10074024682879255,149.47471571906354,0.8140489131102905,0.9194047798471802,0.1095245163132673,0
124.39228539576365,0.839719587777457,0.8988643930453603,0.14085037910749748,126.10687799912752,0.7698698880793128,0.897639454611111,0.12254832923200916,59.80862876254181,0.8118388300932701,0.9513339359785858,0.13203504005774255,124.39228539576365,0.839719587777457,0.8988643930453603,0.14085037910749748,0
138.78809364548496,0.8333089453292728,0.9106958805426831,0.1540116647224307,195.0063086542656,0.7705747130732485,0.8747643585567646,0.13861383677035674,33.47851727982163,0.8243012297446456,0.9784396320701821,0.15246316509235808,138.78809364548496,0.8333089453292728,0.9106958805426831,0.1540116647224307,0
166.61562987736897,0.868814972050248,0.8654449233718258,0.32871141909134705,127.79659064216287,0.8232282114741845,0.8971285260219922,0.30397252425819976,103.57041248606464,0.8640753549636313,0.916363088287989,0.32459576763147474,166.61562987736897,0.868814972050248,0.8654449233718258,0.32871141909134705,0
161.25178372352286,0.918330280287966,0.8861395714969612,0.2599300862452471,166.62763280052795,0.8883608977572667,0.8827271572691853,0.24580231208629588,21.886733556298775,0.9204666077080872,0.9845485456001564,0.2587674923435919,161.25178372352286,0.918330280287966,0.8861395714969612,0.2599300862452471,0
100.6758751393534,0.8852416115944634,0.9332894199370824,0.17471983203892158,123.93199181217211,0.8095691104186485,0.9180501800553538,0.15350323756852485,53.88826086956521,0.8421120654535118,0.9642652313225836,0.1622406781930114,100.6758751393534,0.8852416115944634,0.9332894199370824,0.17471983203892158,0
164.78071348940915,0.881784617686795,0.9091706802827693,0.18406417673628334,229.6887394995582,0.8454119573327072,0.873761462556271,0.17306682154698647,95.40014492753623,0.8895214693473061,0.9474183365027126,0.18559251056040116,164.78071348940915,0.881784617686795,0.9091706802827693,0.18406417673628334,0
202.16392419175028,0.8369796933164604,0.8935781886128392,0.14512730507672078,140.943356338296,0.7853784325881317,0.9260234068514045,0.13077037659279417,63.593835005574135,0.8413344544555591,0.9665281061681663,0.14436942295685795,202.16392419175028,0.8369796933164604,0.8935781886128392,0.14512730507672078,0
118.4703790412486,0.8864543312615845,0.8673861007573481,0.28529564310396366,171.3954541895505,0.8452273114815034,0.8087581424718873,0.2650288437762092,90.89783723522854,0.8795071357812632,0.8982754307770415,0.28279692112794286,118.4703790412486,0.8864543312615845,0.8673861007573481,0.28529564310396366,0
77.50336677814937,0.7867250265221605,0.9279988784157402,0.12521611389166332,82.86860325947137,0.714971919012777,0.9231709184656386,0.10976893465415563,15.209788182831659,0.7706752479403092,0.9858683877501067,0.11898989602067456,77.50336677814937,0.7867250265221605,0.9279988784157402,0.12521611389166332,0
134.4905016722408,0.7990406580893937,0.8938391034413812,0.16445896269040788,194.48277983467744,0.7713430117293621,0.8469160516404842,0.15768407864161482,46.687904124860644,0.7928150097470654,0.9631438310590749,0.1627848861671861,134.4905016722408,0.7990406580893937,0.8938391034413812,0.16445896269040788,0
166.35488294314382,0.8031630729011223,0.857175032376418,0.1466127196918246,219.5047818257067,0.7830455972684751,0.8120856490418711,0.1426770247529496,29.63296544035674,0.810916054187367,0.9745703179403274,0.14750874488218801,166.35488294314382,0.8031630729011223,0.857175032376418,0.1466127196918246,0
