contrast_90,homogeneity_90,correlation_90,energy_90,label
48.91305462653288,0.7946524714944477,0.9696632675624637,0.15297130058258443,0
91.13353400222965,0.8433361349510506,0.8881340060081088,0.16084292439703218,0
23.898751393534,0.8573966271726565,0.9891415951677303,0.17987772466738533,0
31.965484949832774,0.8353593178944753,0.9792393343037242,0.14316231816534566,0
72.7471906354515,0.8136418578541468,0.9508453180165017,0.20720622759926874,0
54.3281828316611,0.809935703017864,0.9328214981250452,0.17337074104202188,0
57.975228539576364,0.8255501713742261,0.9692250088160738,0.175758626545198,0
82.01313266443701,0.8181556860354361,0.9559557573823676,0.13688421720276658,0
30.676053511705682,0.8696371591038475,0.9823357243748152,0.19985499535181428,0
53.54762541806019,0.7837484701187173,0.9719208410139836,0.12504579584631093,0
33.991137123745816,0.8662305415723891,0.9781765105762369,0.19743612043268635,0
53.41715719063545,0.8738948017030607,0.9376932528673542,0.3594394765426389,0
47.39095875139353,0.8198407715050036,0.9700437032838058,0.12394522360373895,0
77.64395763656633,0.8219356423687338,0.9541108617659819,0.1891796209174468,0
39.13986622073578,0.7699049934677867,0.978869855247817,0.10074024682879255,0
59.80862876254181,0.8118388300932701,0.9513339359785858,0.13203504005774255,0
33.47851727982163,0.8243012297446456,0.9784396320701821,0.15246316509235808,0
103.57041248606464,0.8640753549636313,0.916363088287989,0.32459576763147474,0
21.886733556298775,0.9204666077080872,0.9845485456001564,0.2587674923435919,0
53.88826086956521,0.8421120654535118,0.9642652313225836,0.1622406781930114,0
95.40014492753623,0.8895214693473061,0.9474183365027126,0.18559251056040116,0
63.593835005574135,0.8413344544555591,0.9665281061681663,0.14436942295685795,0
90.89783723522854,0.8795071357812632,0.8982754307770415,0.28279692112794286,0
15.209788182831659,0.7706752479403092,0.9858683877501067,0.11898989602067456,0
46.687904124860644,0.7928150097470654,0.9631438310590749,0.1627848861671861,0
29.63296544035674,0.810916054187367,0.9745703179403274,0.14750874488218801,0
83.68764771460424,0.736950740875771,0.9554002215344616,0.08909023441836285,0
41.021315496098104,0.7896517151803795,0.9767099551814131,0.11996928550051213,0
34.23830546265329,0.7999142801677672,0.9736386860672867,0.13879411401314737,0
51.09176142697882,0.8664902822117866,0.9603894089978667,0.2059289210658348,0
138.4898885172798,0.8290810486464602,0.9048915356561804,0.14252469938004206,0
29.227770345596426,0.7945166290140445,0.9823101123098743,0.16383548121079963,0
62.9801895206243,0.864054434759945,0.9669961062928988,0.19275296373700554,0
70.94070234113711,0.8705429826457978,0.9629090959823818,0.21383457692813979,0
55.34416945373466,0.8692507306402424,0.969782229264285,0.22153768244274952,0
51.2647491638796,0.836154702470669,0.9607621598204048,0.172446956250009,1
39.103110367892974,0.8626383223637035,0.9662019774750069,0.23183981587955685,1
24.023411371237458,0.7631050559918565,0.9814862354253772,0.09039538848353836,1
28.699297658862875,0.8384137687553262,0.9541417602603236,0.36761724084560793,1
29.587224080267557,0.8300126362100484,0.9797350374482372,0.20212852169426707,1
57.00720178372352,0.798460908649912,0.9230189151247729,0.17906664817037934,1
73.30057971014493,0.7985096589552719,0.9404595898493051,0.14399215684654332,1
37.0151950947603,0.8483291129623008,0.948610708189251,0.2151466890784664,1
26.59948717948718,0.8269933483274815,0.9774209629019053,0.13932805187517303,1
33.10759197324415,0.8044268137411624,0.9734327544871398,0.11737967378420065,1
75.01171683389074,0.8239832394379041,0.9630450162732996,0.17955754279753944,1
47.320055741360086,0.8681371353011441,0.9715380648083753,0.2628624813542388,1
56.409721293199546,0.8544070385430631,0.9681692197018456,0.220221402735348,1
104.57685618729097,0.8470237907602038,0.9404492689056286,0.22419589120540248,1
47.325997770345595,0.842190461042014,0.9584591647422028,0.17387039271340948,1
23.541761426978812,0.8443315533214398,0.9659328895509346,0.24024339535289446,1
93.67831661092531,0.8575015806746691,0.953305223980726,0.15720214067970337,1
